grid_id,flooded,pred_class,result_type
3705,0,0,True Negative
868,0,0,True Negative
905,0,0,True Negative
972,0,0,True Negative
3440,0,0,True Negative
3935,0,0,True Negative
3076,0,0,True Negative
792,0,0,True Negative
4517,0,0,True Negative
844,0,0,True Negative
624,0,0,True Negative
2990,1,1,True Positive
645,0,0,True Negative
4320,0,0,True Negative
1532,0,0,True Negative
4303,0,0,True Negative
1501,0,0,True Negative
4209,0,0,True Negative
643,0,0,True Negative
4384,0,0,True Negative
3901,0,0,True Negative
4127,0,0,True Negative
252,1,0,False Negative
437,0,0,True Negative
3245,0,0,True Negative
3638,1,0,False Negative
2434,0,0,True Negative
4176,0,0,True Negative
1303,0,0,True Negative
3276,0,0,True Negative
1062,0,0,True Negative
2183,0,0,True Negative
3741,0,0,True Negative
3939,0,0,True Negative
1711,0,0,True Negative
1712,0,0,True Negative
1770,0,0,True Negative
3903,0,0,True Negative
2006,0,0,True Negative
1909,0,0,True Negative
1121,0,0,True Negative
3328,0,0,True Negative
3993,0,0,True Negative
1777,0,0,True Negative
3649,0,0,True Negative
1849,0,0,True Negative
4440,0,0,True Negative
902,0,0,True Negative
41,0,0,True Negative
1703,0,0,True Negative
4120,0,0,True Negative
1443,0,0,True Negative
3978,0,0,True Negative
3370,1,0,False Negative
3107,1,1,True Positive
506,0,0,True Negative
4065,0,0,True Negative
4299,0,0,True Negative
4167,0,0,True Negative
2867,0,0,True Negative
4601,0,0,True Negative
2992,1,1,True Positive
3250,0,0,True Negative
3301,0,0,True Negative
3513,0,0,True Negative
638,0,0,True Negative
3562,0,0,True Negative
1934,0,0,True Negative
2871,0,0,True Negative
3142,0,0,True Negative
2905,0,0,True Negative
3844,0,0,True Negative
1455,0,0,True Negative
3607,0,0,True Negative
1049,0,0,True Negative
1384,0,0,True Negative
3523,1,1,True Positive
2563,0,0,True Negative
3466,0,0,True Negative
1520,0,1,False Positive
1662,0,0,True Negative
4332,0,0,True Negative
720,0,0,True Negative
1033,0,0,True Negative
3932,0,0,True Negative
1187,1,1,True Positive
381,1,0,False Negative
2468,0,0,True Negative
4109,0,0,True Negative
1857,0,0,True Negative
1178,1,0,False Negative
2568,0,0,True Negative
763,0,0,True Negative
465,0,0,True Negative
900,0,0,True Negative
2702,0,0,True Negative
3854,0,0,True Negative
1376,0,0,True Negative
2044,0,0,True Negative
757,0,0,True Negative
2932,0,0,True Negative
1717,1,0,False Negative
4479,0,0,True Negative
576,0,0,True Negative
3579,0,0,True Negative
4256,1,0,False Negative
4261,0,0,True Negative
1054,1,0,False Negative
4470,0,0,True Negative
4027,0,0,True Negative
2008,0,0,True Negative
3601,0,0,True Negative
1736,0,0,True Negative
2047,0,0,True Negative
1460,0,0,True Negative
3491,0,0,True Negative
2458,0,0,True Negative
4535,0,0,True Negative
4596,1,0,False Negative
1114,0,0,True Negative
3041,1,0,False Negative
1719,1,0,False Negative
2459,0,0,True Negative
4532,0,0,True Negative
4136,0,0,True Negative
1506,0,0,True Negative
4062,0,0,True Negative
3664,0,0,True Negative
3458,0,0,True Negative
867,0,0,True Negative
1791,0,0,True Negative
4311,0,0,True Negative
647,1,0,False Negative
2717,1,1,True Positive
3566,0,0,True Negative
961,0,0,True Negative
2522,1,0,False Negative
1588,0,0,True Negative
2572,0,0,True Negative
3907,0,0,True Negative
3364,0,0,True Negative
3243,0,0,True Negative
766,0,0,True Negative
4610,0,0,True Negative
3606,0,0,True Negative
4104,0,0,True Negative
3244,0,0,True Negative
241,1,1,True Positive
1202,0,0,True Negative
2766,0,0,True Negative
2795,0,0,True Negative
1657,0,0,True Negative
4541,0,0,True Negative
3600,0,0,True Negative
4234,0,0,True Negative
3931,0,0,True Negative
172,0,0,True Negative
314,0,0,True Negative
1649,0,0,True Negative
855,0,0,True Negative
311,0,0,True Negative
1373,0,0,True Negative
2925,1,1,True Positive
1732,0,0,True Negative
3674,0,0,True Negative
3137,0,0,True Negative
3771,0,0,True Negative
4139,0,0,True Negative
4097,0,0,True Negative
1395,0,0,True Negative
4034,0,0,True Negative
112,1,1,True Positive
2104,1,0,False Negative
4465,0,0,True Negative
2135,0,0,True Negative
1387,1,1,True Positive
3117,1,1,True Positive
3849,0,0,True Negative
1937,0,0,True Negative
260,1,1,True Positive
2505,0,0,True Negative
1841,0,0,True Negative
1667,0,0,True Negative
1234,0,0,True Negative
1596,0,0,True Negative
2734,0,0,True Negative
4393,0,0,True Negative
571,0,0,True Negative
3739,0,0,True Negative
2519,0,0,True Negative
3507,0,0,True Negative
2699,0,0,True Negative
1518,1,1,True Positive
1800,0,0,True Negative
3134,0,0,True Negative
3371,1,0,False Negative
3842,0,0,True Negative
2626,0,0,True Negative
1538,0,0,True Negative
2438,0,0,True Negative
2606,0,0,True Negative
2657,1,1,True Positive
1803,0,0,True Negative
3178,0,0,True Negative
3772,0,0,True Negative
373,0,0,True Negative
2469,0,0,True Negative
3030,0,0,True Negative
2241,0,0,True Negative
4529,1,0,False Negative
2116,0,0,True Negative
2918,1,0,False Negative
2375,0,0,True Negative
237,0,0,True Negative
2869,1,0,False Negative
3246,0,0,True Negative
468,0,0,True Negative
721,0,0,True Negative
2134,0,0,True Negative
1332,0,0,True Negative
2970,0,0,True Negative
3008,0,0,True Negative
2180,0,0,True Negative
3457,0,0,True Negative
2840,0,0,True Negative
4306,0,0,True Negative
2368,0,0,True Negative
1935,1,0,False Negative
1333,0,0,True Negative
3725,0,0,True Negative
3697,1,0,False Negative
2999,0,0,True Negative
760,0,0,True Negative
2252,1,0,False Negative
4130,0,0,True Negative
4038,0,0,True Negative
3506,1,1,True Positive
3737,0,0,True Negative
755,0,0,True Negative
1997,0,0,True Negative
3804,0,0,True Negative
1787,1,0,False Negative
2107,0,0,True Negative
4304,0,0,True Negative
3896,0,0,True Negative
3853,0,0,True Negative
4606,0,0,True Negative
1185,0,0,True Negative
4581,0,0,True Negative
3738,0,0,True Negative
2909,0,0,True Negative
3522,0,0,True Negative
4327,1,1,True Positive
1718,1,1,True Positive
2201,0,0,True Negative
1776,0,0,True Negative
1705,0,0,True Negative
302,0,0,True Negative
2796,0,0,True Negative
3770,0,0,True Negative
3037,0,0,True Negative
4032,0,0,True Negative
1579,0,0,True Negative
3056,0,0,True Negative
4508,0,0,True Negative
3407,0,0,True Negative
1870,0,0,True Negative
4266,0,0,True Negative
3202,0,0,True Negative
4473,0,0,True Negative
920,0,0,True Negative
3138,0,0,True Negative
1449,0,0,True Negative
1601,0,0,True Negative
978,0,0,True Negative
3832,0,1,False Positive
3654,0,0,True Negative
3380,0,0,True Negative
788,0,0,True Negative
3040,0,0,True Negative
3733,0,0,True Negative
1454,0,1,False Positive
4050,0,0,True Negative
1268,0,0,True Negative
3252,0,0,True Negative
4514,0,0,True Negative
3768,0,0,True Negative
4008,0,0,True Negative
1240,0,1,False Positive
1320,1,1,True Positive
3596,0,0,True Negative
4142,0,0,True Negative
3671,0,0,True Negative
1116,0,0,True Negative
1580,0,0,True Negative
3569,0,0,True Negative
4052,0,0,True Negative
2113,0,0,True Negative
4051,0,0,True Negative
3972,0,0,True Negative
4190,0,0,True Negative
3691,1,1,True Positive
3454,0,0,True Negative
1647,0,0,True Negative
2561,0,0,True Negative
1067,0,0,True Negative
4042,0,0,True Negative
110,0,0,True Negative
3180,0,0,True Negative
2636,0,0,True Negative
4345,0,0,True Negative
1668,0,0,True Negative
2810,0,0,True Negative
3787,0,0,True Negative
1973,0,0,True Negative
3499,0,0,True Negative
1310,0,0,True Negative
3921,0,0,True Negative
3929,0,0,True Negative
2453,0,0,True Negative
3655,0,0,True Negative
371,0,0,True Negative
1239,0,0,True Negative
4119,0,0,True Negative
3981,0,0,True Negative
2828,0,0,True Negative
4603,0,0,True Negative
3961,0,0,True Negative
1056,0,0,True Negative
3734,0,0,True Negative
